year,county,hay_yield_tons_acre,bermudagrass_yield_tons_acre,rye_yield_bu_acre,fescue_yield_tons_acre,soybean_yield_bu_acre,corn_silage_yield_measured_in_tons_acre,wheat_yield_measured_in_bu_acre,at_dep
1990,onslow,2,4.65,59,3.4,26,NA,NA,NA
1989,onslow,1.8,4.65,59,3.4,27,NA,NA,NA
1988,onslow,1.9,4.65,59,3.4,25,NA,NA,NA
1987,onslow,2.7,4.65,59,3.4,26,NA,NA,NA
1986,onslow,1.8,4.65,59,3.4,25,NA,NA,NA
1985,onslow,2.2,4.65,59,3.4,22,NA,NA,NA
1984,onslow,2.2,4.65,59,3.4,25,NA,NA,NA
2020,orange,NA,4.3,59,4.9,41.3,NA,NA,NA
2019,orange,NA,4.3,59,4.9,NA,NA,NA,NA
2018,orange,NA,4.3,59,4.9,33.8,NA,NA,11.739
2017,orange,NA,4.3,59,4.9,38.1,NA,NA,10.671
2016,orange,NA,4.3,59,4.9,35.7,NA,NA,11.838
2015,orange,NA,4.3,59,4.9,32.4,NA,NA,12.003
2014,orange,NA,4.3,59,4.9,37.6,NA,NA,10.697
2013,orange,NA,4.3,59,4.9,36,NA,NA,11.921
2012,orange,NA,4.3,59,4.9,37.9,NA,NA,12.182
2011,orange,NA,4.3,59,4.9,24.8,NA,NA,11.496
2010,orange,NA,4.3,59,4.9,24.2,NA,NA,10.369
2009,orange,NA,4.3,59,4.9,30,NA,NA,11.404
2008,orange,2,4.3,59,4.9,27.5,NA,NA,13.042
2007,orange,1.12,4.3,59,4.9,22,13,55,11.764
2006,orange,1.9,4.3,59,4.9,31,13,59,14.407
2005,orange,1.68,4.3,59,4.9,25,15,51,13.104
2004,orange,2.27,4.3,59,4.9,33,12,49,13.66
2003,orange,2.34,4.3,59,4.9,32,15,43,15.592
2002,orange,1.56,4.3,59,4.9,25,5,43,14.382
2001,orange,2.52,4.3,59,4.9,37,18,38,13.873
2000,orange,2.6,4.3,59,4.9,30,16,41,15.565
1999,orange,1.89,4.3,59,4.9,24,11,45,NA
1998,orange,1.46,4.3,59,4.9,18,7,32,NA
1997,orange,1.86,4.3,59,4.9,24,11,48,NA
1996,orange,1.69,4.3,59,4.9,33,13,35,NA
1995,orange,2.1,4.3,59,4.9,17,15,43,NA
1994,orange,2.41,4.3,59,4.9,31,16,41,NA
1993,orange,1.47,4.3,59,4.9,28,13,40,NA
1992,orange,2.2,4.3,59,4.9,29,18,56,NA
1991,orange,2.3,4.3,59,4.9,27,16,36,NA
1990,orange,1.8,4.3,59,4.9,21,NA,NA,NA
1989,orange,2.1,4.3,59,4.9,25,NA,NA,NA
1988,orange,2,4.3,59,4.9,20,NA,NA,NA
1987,orange,1.7,4.3,59,4.9,15,NA,NA,NA
1986,orange,1.6,4.3,59,4.9,21,NA,NA,NA
1985,orange,1.7,4.3,59,4.9,23,NA,NA,NA
1984,orange,1.8,4.3,59,4.9,26,NA,NA,NA
2020,pasquotank,NA,5.75,55,4,45.9,NA,NA,NA
2019,pasquotank,NA,5.75,55,4,44,NA,NA,NA
2018,pasquotank,NA,5.75,55,4,42.5,NA,NA,NA
2017,pasquotank,NA,5.75,55,4,48.5,NA,NA,NA
2016,pasquotank,NA,5.75,55,4,NA,NA,NA,NA
2015,pasquotank,NA,5.75,55,4,NA,NA,NA,NA
2014,pasquotank,NA,5.75,55,4,46,NA,NA,NA
2013,pasquotank,NA,5.75,55,4,NA,NA,NA,NA
2012,pasquotank,NA,5.75,55,4,43.5,NA,NA,NA
2011,pasquotank,NA,5.75,55,4,30.3,NA,NA,NA
2010,pasquotank,NA,5.75,55,4,39.3,NA,NA,NA
2009,pasquotank,NA,5.75,55,4,42.5,NA,NA,NA
2008,pasquotank,NA,5.75,55,4,33,NA,NA,NA
2007,pasquotank,NA,5.75,55,4,28,NA,NA,NA
2006,pasquotank,2.5,5.75,55,4,31,NA,NA,NA
2005,pasquotank,1.67,5.75,55,4,33,NA,NA,NA
2004,pasquotank,NA,5.75,55,4,39,NA,NA,NA
2003,pasquotank,NA,5.75,55,4,31,NA,NA,NA
2002,pasquotank,NA,5.75,55,4,32,NA,NA,NA
2001,pasquotank,NA,5.75,55,4,40,NA,NA,NA
2000,pasquotank,NA,5.75,55,4,37,NA,NA,NA
1999,pasquotank,NA,5.75,55,4,26,NA,NA,NA
1998,pasquotank,NA,5.75,55,4,32,NA,NA,NA
1997,pasquotank,NA,5.75,55,4,33,NA,NA,NA
1996,pasquotank,NA,5.75,55,4,37,NA,NA,NA
1995,pasquotank,NA,5.75,55,4,35,NA,NA,NA
1994,pasquotank,NA,5.75,55,4,37,NA,NA,NA
1993,pasquotank,NA,5.75,55,4,34,NA,NA,NA
1992,pasquotank,NA,5.75,55,4,34,NA,NA,NA
1991,pasquotank,2,5.75,55,4,37,NA,NA,NA
1990,pasquotank,2,5.75,55,4,36,NA,NA,NA
1989,pasquotank,2,5.75,55,4,28,NA,NA,NA
1988,pasquotank,2,5.75,55,4,32,NA,NA,NA
1987,pasquotank,1,5.75,55,4,33,NA,NA,NA
1986,pasquotank,1,5.75,55,4,29,NA,NA,NA
1985,pasquotank,1,5.75,55,4,32,NA,NA,NA
1984,pasquotank,1,5.75,55,4,33,NA,NA,NA
2020,pender,NA,5.75,65,4,35.7,NA,NA,NA
2019,pender,NA,5.75,65,4,NA,NA,NA,NA
2018,pender,NA,5.75,65,4,NA,NA,NA,NA
2017,pender,NA,5.75,65,4,NA,NA,NA,NA
2016,pender,NA,5.75,65,4,35,NA,NA,NA
2015,pender,NA,5.75,65,4,NA,NA,NA,NA
2014,pender,NA,5.75,65,4,NA,NA,NA,NA
2013,pender,NA,5.75,65,4,NA,NA,NA,NA
2012,pender,NA,5.75,65,4,NA,NA,NA,NA
2011,pender,NA,5.75,65,4,NA,NA,NA,NA
2010,pender,NA,5.75,65,4,NA,NA,NA,NA
2009,pender,NA,5.75,65,4,NA,NA,NA,NA
2008,pender,2,5.75,65,4,NA,NA,NA,NA
2007,pender,1.88,5.75,65,4,NA,NA,NA,NA
2006,pender,2,5.75,65,4,26,NA,NA,NA
2005,pender,2.89,5.75,65,4,26,NA,NA,NA
2004,pender,3.06,5.75,65,4,34,NA,NA,NA
2003,pender,2.95,5.75,65,4,29,NA,NA,NA
2002,pender,3,5.75,65,4,25,NA,NA,NA
2001,pender,2.63,5.75,65,4,32,NA,NA,NA
2000,pender,1.95,5.75,65,4,36,NA,NA,NA
1999,pender,2.05,5.75,65,4,23,NA,NA,NA
1998,pender,2,5.75,65,4,25,NA,NA,NA
1997,pender,2.21,5.75,65,4,28,NA,NA,NA
1996,pender,2.32,5.75,65,4,25,NA,NA,NA
1995,pender,2.5,5.75,65,4,20,NA,NA,NA
1994,pender,2.1,5.75,65,4,30,NA,NA,NA
1993,pender,1.4,5.75,65,4,25,NA,NA,NA
1992,pender,2,5.75,65,4,28,11,44,NA
1991,pender,2.5,5.75,65,4,28,13,35,NA
1990,pender,2,5.75,65,4,30,NA,NA,NA
1989,pender,2,5.75,65,4,28,NA,NA,NA
1988,pender,2,5.75,65,4,28,NA,NA,NA
1987,pender,2,5.75,65,4,28,NA,NA,NA
1986,pender,1.7,5.75,65,4,26,NA,NA,NA
1985,pender,2.5,5.75,65,4,27,NA,NA,NA
1984,pender,2,5.75,65,4,26,NA,NA,NA
2020,perquimans,NA,4.4,60,4,40.5,NA,NA,NA
2019,perquimans,NA,4.4,60,4,46,NA,NA,NA
2018,perquimans,NA,4.4,60,4,37.3,NA,NA,NA
2017,perquimans,NA,4.4,60,4,44.9,NA,NA,NA
2016,perquimans,NA,4.4,60,4,38.4,NA,NA,NA
2015,perquimans,NA,4.4,60,4,40.1,NA,NA,NA
2014,perquimans,NA,4.4,60,4,44.3,NA,NA,NA
2013,perquimans,NA,4.4,60,4,41.6,NA,NA,NA
2012,perquimans,NA,4.4,60,4,41.9,NA,NA,NA
2011,perquimans,NA,4.4,60,4,32.5,NA,NA,NA
2010,perquimans,NA,4.4,60,4,37.4,NA,NA,NA
2009,perquimans,NA,4.4,60,4,43.5,NA,NA,NA
2008,perquimans,NA,4.4,60,4,35,NA,NA,NA
2007,perquimans,NA,4.4,60,4,32,NA,NA,NA
2006,perquimans,2,4.4,60,4,33,NA,NA,NA
2005,perquimans,NA,4.4,60,4,36,NA,NA,NA
2004,perquimans,2,4.4,60,4,41,NA,NA,NA
2003,perquimans,2.67,4.4,60,4,35,NA,NA,NA
2002,perquimans,2,4.4,60,4,33,NA,NA,NA
2001,perquimans,1.5,4.4,60,4,39,NA,NA,NA
2000,perquimans,2,4.4,60,4,38,NA,NA,NA
1999,perquimans,1.75,4.4,60,4,25,NA,NA,NA
1998,perquimans,1.5,4.4,60,4,35,NA,NA,NA
1997,perquimans,1.25,4.4,60,4,33,NA,NA,NA
1996,perquimans,2.25,4.4,60,4,33,NA,NA,NA
1995,perquimans,2,4.4,60,4,35,NA,NA,NA
1994,perquimans,2,4.4,60,4,39,NA,NA,NA
1993,perquimans,NA,4.4,60,4,34,NA,NA,NA
1992,perquimans,2,4.4,60,4,36,NA,NA,NA
1991,perquimans,2,4.4,60,4,37,NA,NA,NA
1990,perquimans,2,4.4,60,4,36,NA,NA,NA
1989,perquimans,2,4.4,60,4,31,NA,NA,NA
1988,perquimans,1.5,4.4,60,4,32,NA,NA,NA
1987,perquimans,1.3,4.4,60,4,32,NA,NA,NA
1986,perquimans,1.3,4.4,60,4,30,NA,NA,NA
1985,perquimans,1.3,4.4,60,4,29,NA,NA,NA
1984,perquimans,1.2,4.4,60,4,33,NA,NA,NA
2020,person,NA,4.3,59,4.9,28.9,NA,NA,NA
2019,person,NA,4.3,59,4.9,19.5,NA,NA,NA
2018,person,NA,4.3,59,4.9,32.1,NA,NA,NA
2017,person,NA,4.3,59,4.9,31.1,NA,NA,NA
2016,person,NA,4.3,59,4.9,28.5,NA,NA,NA
2015,person,NA,4.3,59,4.9,30.8,NA,NA,NA
2014,person,NA,4.3,59,4.9,34.4,NA,NA,NA
2013,person,NA,4.3,59,4.9,28.5,NA,NA,NA
2012,person,NA,4.3,59,4.9,32.8,NA,NA,NA
2011,person,NA,4.3,59,4.9,28.9,NA,NA,NA
2010,person,NA,4.3,59,4.9,19.1,NA,NA,NA
2009,person,NA,4.3,59,4.9,24,NA,NA,NA
2008,person,1.85,4.3,59,4.9,26.5,NA,NA,NA
2007,person,1.37,4.3,59,4.9,8,NA,NA,NA
2006,person,1.71,4.3,59,4.9,23,NA,NA,NA
2005,person,1.62,4.3,59,4.9,17,NA,NA,NA
2004,person,2,4.3,59,4.9,35,16,43,NA
2003,person,2.03,4.3,59,4.9,30,18,29,NA
2002,person,1.5,4.3,59,4.9,18,8,42,NA
2001,person,2.02,4.3,59,4.9,26,22,44,NA
2000,person,2.8,4.3,59,4.9,33,11,43,NA
1999,person,1.93,4.3,59,4.9,30,10,44,NA
1998,person,2.31,4.3,59,4.9,22,6,36,NA
1997,person,1.99,4.3,59,4.9,26,13,46,NA
1996,person,1.99,4.3,59,4.9,31,11,36,NA
1995,person,2.3,4.3,59,4.9,27,23,38,NA
1994,person,2.41,4.3,59,4.9,33,18,45,NA
1993,person,1.19,4.3,59,4.9,26,9,38,NA
1992,person,1.81,4.3,59,4.9,26,18,44,NA
1991,person,1.7,4.3,59,4.9,23,15,39,NA
1990,person,2,4.3,59,4.9,20,NA,NA,NA
1989,person,2.4,4.3,59,4.9,28,NA,NA,NA
1988,person,1.7,4.3,59,4.9,18,NA,NA,NA
1987,person,1.5,4.3,59,4.9,20,NA,NA,NA
1986,person,1.4,4.3,59,4.9,23,NA,NA,NA
1985,person,1.7,4.3,59,4.9,27,NA,NA,NA
1984,person,1.6,4.3,59,4.9,27,NA,NA,NA
2020,pitt,NA,3,50,4,30.1,NA,NA,NA
2019,pitt,NA,3,50,4,NA,NA,NA,NA
2018,pitt,NA,3,50,4,31.8,NA,NA,NA
2017,pitt,NA,3,50,4,39.2,NA,NA,NA
2016,pitt,NA,3,50,4,31.2,NA,NA,NA
2015,pitt,NA,3,50,4,30.2,NA,NA,NA
2014,pitt,NA,3,50,4,37.4,NA,NA,NA
2013,pitt,NA,3,50,4,32.6,NA,NA,NA
2012,pitt,NA,3,50,4,35.5,NA,NA,NA
2011,pitt,NA,3,50,4,32.2,NA,NA,NA
2010,pitt,NA,3,50,4,23.1,NA,NA,NA
2009,pitt,NA,3,50,4,32,NA,NA,NA
2008,pitt,1.85,3,50,4,28,NA,NA,NA
2007,pitt,1.61,3,50,4,22,NA,NA,NA
2006,pitt,2.65,3,50,4,29,NA,NA,NA
2005,pitt,3.59,3,50,4,28,NA,NA,NA
2004,pitt,2.54,3,50,4,32,NA,NA,NA
2003,pitt,2.27,3,50,4,27,NA,NA,NA
2002,pitt,2.94,3,50,4,22,NA,NA,NA
2001,pitt,3.03,3,50,4,32,NA,NA,NA
2000,pitt,3.35,3,50,4,30,NA,NA,NA
1999,pitt,1.97,3,50,4,21,NA,NA,NA
1998,pitt,2,3,50,4,27,NA,NA,NA
1997,pitt,2.47,3,50,4,28,NA,NA,NA
1996,pitt,2.39,3,50,4,27,NA,NA,NA
1995,pitt,2.68,3,50,4,17,NA,NA,NA
1994,pitt,3.23,3,50,4,27,NA,NA,NA
1993,pitt,2.46,3,50,4,24,NA,NA,NA
1992,pitt,3.8,3,50,4,26,14,49,NA
1991,pitt,2.59,3,50,4,27,11,41,NA
1990,pitt,2.19,3,50,4,21,NA,NA,NA
1989,pitt,2,3,50,4,27,NA,NA,NA
1988,pitt,1.9,3,50,4,27,NA,NA,NA
1987,pitt,2.7,3,50,4,25,NA,NA,NA
1986,pitt,1.7,3,50,4,24,NA,NA,NA
1985,pitt,1.7,3,50,4,23,NA,NA,NA
1984,pitt,1.7,3,50,4,26,NA,NA,NA
2020,randolph,NA,4.2,57,5.4,38.9,NA,NA,NA
2019,randolph,NA,4.2,57,5.4,35.5,NA,NA,NA
2018,randolph,NA,4.2,57,5.4,35.1,NA,NA,NA
2017,randolph,NA,4.2,57,5.4,37,NA,NA,NA
2016,randolph,NA,4.2,57,5.4,33,NA,NA,NA
2015,randolph,NA,4.2,57,5.4,29.2,NA,NA,NA
2014,randolph,NA,4.2,57,5.4,37.8,NA,NA,NA
2013,randolph,NA,4.2,57,5.4,33.6,NA,NA,NA
2012,randolph,NA,4.2,57,5.4,41.8,NA,NA,NA
2011,randolph,NA,4.2,57,5.4,29.8,NA,NA,NA
2010,randolph,NA,4.2,57,5.4,25.5,NA,NA,NA
2009,randolph,NA,4.2,57,5.4,36,NA,NA,NA
2008,randolph,2,4.2,57,5.4,31,NA,NA,NA
2007,randolph,1.43,4.2,57,5.4,16,6,46,NA
2006,randolph,2.48,4.2,57,5.4,39,18,69,NA
2005,randolph,2.46,4.2,57,5.4,33,14,55,NA
2004,randolph,2.43,4.2,57,5.4,35,17,46,NA
2003,randolph,2.54,4.2,57,5.4,36,14,26,NA
2002,randolph,1.7,4.2,57,5.4,22,8,44,NA
2001,randolph,2.52,4.2,57,5.4,36,18,43,NA
2000,randolph,3.08,4.2,57,5.4,32,14,55,NA
1999,randolph,2.36,4.2,57,5.4,31,10,56,NA
1998,randolph,2.5,4.2,57,5.4,23,7,42,NA
1997,randolph,2.06,4.2,57,5.4,29,12,52,NA
1996,randolph,2.3,4.2,57,5.4,34,13,33,NA
1995,randolph,2.65,4.2,57,5.4,28,19,41,NA
1994,randolph,2.08,4.2,57,5.4,40,19,61,NA
1993,randolph,1.39,4.2,57,5.4,28,7,33,NA
1992,randolph,2.11,4.2,57,5.4,26,17,44,NA
1991,randolph,2.3,4.2,57,5.4,32,15,36,NA
1990,randolph,2.2,4.2,57,5.4,22,NA,NA,NA
1989,randolph,2.4,4.2,57,5.4,31,NA,NA,NA
1988,randolph,1.9,4.2,57,5.4,27,NA,NA,NA
1987,randolph,1.7,4.2,57,5.4,21,NA,NA,NA
1986,randolph,1.1,4.2,57,5.4,23,NA,NA,NA
1985,randolph,1.8,4.2,57,5.4,26,NA,NA,NA
1984,randolph,1.9,4.2,57,5.4,20,NA,NA,NA
2020,richmond,NA,4,55,3.3,27.4,NA,NA,NA
2019,richmond,NA,4,55,3.3,NA,NA,NA,NA
2018,richmond,NA,4,55,3.3,NA,NA,NA,NA
2017,richmond,NA,4,55,3.3,NA,NA,NA,NA
2016,richmond,NA,4,55,3.3,20.5,NA,NA,NA
2015,richmond,NA,4,55,3.3,25.1,NA,NA,NA
2014,richmond,NA,4,55,3.3,46.7,NA,NA,NA
2013,richmond,NA,4,55,3.3,29,NA,NA,NA
2012,richmond,NA,4,55,3.3,40,NA,NA,NA
2011,richmond,NA,4,55,3.3,NA,NA,NA,NA
2010,richmond,NA,4,55,3.3,NA,NA,NA,NA
2009,richmond,NA,4,55,3.3,NA,NA,NA,NA
2008,richmond,1.85,4,55,3.3,NA,NA,NA,NA
2007,richmond,0.96,4,55,3.3,NA,NA,NA,NA
2006,richmond,2.57,4,55,3.3,30,NA,NA,NA
2005,richmond,2.39,4,55,3.3,25,NA,NA,NA
2004,richmond,2.4,4,55,3.3,38,NA,NA,NA
2003,richmond,3.04,4,55,3.3,33,NA,NA,NA
2002,richmond,1.6,4,55,3.3,20,NA,NA,NA
2001,richmond,2.5,4,55,3.3,35,NA,NA,NA
2000,richmond,2.97,4,55,3.3,27,NA,NA,NA
1999,richmond,2.42,4,55,3.3,26,NA,NA,NA
1998,richmond,2.41,4,55,3.3,26,NA,NA,NA
1997,richmond,2.15,4,55,3.3,23,NA,NA,NA
1996,richmond,2.5,4,55,3.3,34,NA,NA,NA
1995,richmond,2.65,4,55,3.3,24,NA,NA,NA
1994,richmond,2.45,4,55,3.3,31,NA,NA,NA
1993,richmond,1.56,4,55,3.3,24,NA,NA,NA
1992,richmond,2.5,4,55,3.3,21,NA,NA,NA
1991,richmond,2.8,4,55,3.3,22,NA,NA,NA
1990,richmond,2.42,4,55,3.3,15,NA,NA,NA
1989,richmond,2.6,4,55,3.3,26,NA,NA,NA
1988,richmond,2.1,4,55,3.3,23,NA,NA,NA
1987,richmond,1.9,4,55,3.3,26,NA,NA,NA
1986,richmond,2,4,55,3.3,17,NA,NA,NA
1985,richmond,2.1,4,55,3.3,18,NA,NA,NA
1984,richmond,2.1,4,55,3.3,14,NA,NA,NA
2020,robeson,NA,5.75,60,4,33.3,NA,NA,NA
2019,robeson,NA,5.75,60,4,NA,NA,NA,NA
2018,robeson,NA,5.75,60,4,25.9,NA,NA,NA
2017,robeson,NA,5.75,60,4,35.6,NA,NA,NA
2016,robeson,NA,5.75,60,4,31.5,NA,NA,NA
2015,robeson,NA,5.75,60,4,26,NA,NA,NA
2014,robeson,NA,5.75,60,4,32,NA,NA,NA
2013,robeson,NA,5.75,60,4,23.5,NA,NA,NA
2012,robeson,NA,5.75,60,4,34.5,NA,NA,NA
2011,robeson,NA,5.75,60,4,25.9,NA,NA,NA
2010,robeson,NA,5.75,60,4,14.3,NA,NA,NA
2009,robeson,NA,5.75,60,4,28,NA,NA,NA
2008,robeson,2.1,5.75,60,4,32.5,NA,NA,NA
2007,robeson,2.19,5.75,60,4,13,NA,NA,NA
2006,robeson,2.75,5.75,60,4,29,NA,NA,NA
2005,robeson,3.19,5.75,60,4,22,NA,NA,NA
2004,robeson,3.27,5.75,60,4,31,NA,NA,NA
2003,robeson,3.13,5.75,60,4,28,NA,NA,NA
2002,robeson,1.84,5.75,60,4,19,NA,NA,NA
2001,robeson,2.53,5.75,60,4,28,NA,NA,NA
2000,robeson,3.08,5.75,60,4,29,NA,NA,NA
1999,robeson,2.66,5.75,60,4,24,NA,NA,NA
1998,robeson,2.5,5.75,60,4,21,6,37,NA
1997,robeson,2.51,5.75,60,4,24,10,49,NA
1996,robeson,2.96,5.75,60,4,28,NA,NA,NA
1995,robeson,3.57,5.75,60,4,20,NA,NA,NA
1994,robeson,3.46,5.75,60,4,29,NA,NA,NA
1993,robeson,1.98,5.75,60,4,18,NA,NA,NA
1992,robeson,3.09,5.75,60,4,23,11,52,NA
1991,robeson,2.9,5.75,60,4,28,22,36,NA
1990,robeson,2.52,5.75,60,4,14,NA,NA,NA
1989,robeson,2.7,5.75,60,4,28,NA,NA,NA
1988,robeson,2.6,5.75,60,4,26,NA,NA,NA
1987,robeson,2.6,5.75,60,4,24,NA,NA,NA
1986,robeson,2.4,5.75,60,4,23,NA,NA,NA
1985,robeson,2.4,5.75,60,4,23,NA,NA,NA
1984,robeson,2.3,5.75,60,4,26,NA,NA,NA
2020,rockingham,NA,3.9,48,4,31.4,NA,NA,NA
2019,rockingham,NA,3.9,48,4,NA,NA,NA,NA
2018,rockingham,NA,3.9,48,4,32.1,NA,NA,NA
2017,rockingham,NA,3.9,48,4,42.7,NA,NA,NA
2016,rockingham,NA,3.9,48,4,30,NA,NA,NA
2015,rockingham,NA,3.9,48,4,28.7,NA,NA,NA
2014,rockingham,NA,3.9,48,4,33.2,NA,NA,NA
2013,rockingham,NA,3.9,48,4,35,NA,NA,NA
2012,rockingham,NA,3.9,48,4,37.2,NA,NA,NA
2011,rockingham,NA,3.9,48,4,17.3,NA,NA,NA
2010,rockingham,NA,3.9,48,4,27.8,NA,NA,NA
2009,rockingham,NA,3.9,48,4,18.5,NA,NA,NA
2008,rockingham,1.7,3.9,48,4,28,NA,NA,NA
2007,rockingham,1.31,3.9,48,4,18,10,42,NA
2006,rockingham,2.2,3.9,48,4,38,12,50,NA
2005,rockingham,2.23,3.9,48,4,28,11,45,NA
2004,rockingham,2.17,3.9,48,4,37,20,47,NA
2003,rockingham,2.58,3.9,48,4,32,15,33,NA
2002,rockingham,1.4,3.9,48,4,26,13,36,NA
2001,rockingham,2.22,3.9,48,4,29,19,37,NA
2000,rockingham,2.21,3.9,48,4,31,17,39,NA
1999,rockingham,1.76,3.9,48,4,29,12,38,NA
1998,rockingham,1.6,3.9,48,4,20,8,30,NA
1997,rockingham,1.7,3.9,48,4,28,11,47,NA
1996,rockingham,1.97,3.9,48,4,32,10,36,NA
1995,rockingham,2.32,3.9,48,4,21,12,37,NA
1994,rockingham,1.92,3.9,48,4,34,19,43,NA
1993,rockingham,1.38,3.9,48,4,26,17,43,NA
1992,rockingham,2.1,3.9,48,4,26,13,45,NA
1991,rockingham,1.8,3.9,48,4,21,15,38,NA
1990,rockingham,1.7,3.9,48,4,17,NA,NA,NA
1989,rockingham,2,3.9,48,4,23,NA,NA,NA
1988,rockingham,1.6,3.9,48,4,18,NA,NA,NA
1987,rockingham,1.2,3.9,48,4,16,NA,NA,NA
1986,rockingham,0.8,3.9,48,4,20,NA,NA,NA
1985,rockingham,1.8,3.9,48,4,20,NA,NA,NA
1984,rockingham,1.8,3.9,48,4,21,NA,NA,NA
2020,rowan,NA,4.2,57,4,46.4,NA,NA,NA
2019,rowan,NA,4.2,57,4.8,32,NA,NA,NA
2018,rowan,NA,4.2,57,4.8,47,NA,NA,NA
2017,rowan,NA,4.2,57,4.8,39.3,NA,NA,NA
2016,rowan,NA,4.2,57,4.8,34,NA,NA,NA
2015,rowan,NA,4.2,57,4.8,19.7,NA,NA,NA
2014,rowan,NA,4.2,57,4.8,41.1,NA,NA,NA
2013,rowan,NA,4.2,57,4.8,40.5,NA,NA,NA
2012,rowan,NA,4.2,57,4.8,38.9,NA,NA,NA
2011,rowan,NA,4.2,57,4.8,33.9,NA,NA,NA
2010,rowan,NA,4.2,57,4.8,36,NA,NA,NA
2009,rowan,NA,4.2,57,4.8,37,NA,NA,NA
2008,rowan,2.2,4.2,57,4.8,37,NA,NA,NA
2007,rowan,1.46,4.2,57,4.8,12,13,45,NA
2006,rowan,2.45,4.2,57,4.8,42,18,69,NA
2005,rowan,2.28,4.2,57,4.8,33,19,64,NA
2004,rowan,2.2,4.2,57,4.8,39,19,57,NA
2003,rowan,2.38,4.2,57,4.8,38,16,42,NA
2002,rowan,1.65,4.2,57,4.8,25,10,49,NA
2001,rowan,1.91,4.2,57,4.8,34,20,49,NA
2000,rowan,2.25,4.2,57,4.8,34,11,53,NA
1999,rowan,1.76,4.2,57,4.8,38,10,55,NA
1998,rowan,2.04,4.2,57,4.8,28,7,35,NA
1997,rowan,2,4.2,57,4.8,26,14,55,NA
1996,rowan,2.03,4.2,57,4.8,34,12,39,NA
1995,rowan,2.3,4.2,57,4.8,36,15,45,NA
1994,rowan,2.25,4.2,57,4.8,42,17,65,NA
1993,rowan,1.49,4.2,57,4.8,24,7,41,NA
1992,rowan,2.3,4.2,57,4.8,25,13,40,NA
1991,rowan,2.19,4.2,57,4.8,33,14,39,NA
1990,rowan,2,4.2,57,4.8,18,NA,NA,NA
1989,rowan,2.2,4.2,57,4.8,31,NA,NA,NA
1988,rowan,1.9,4.2,57,4.8,25,NA,NA,NA
1987,rowan,1.8,4.2,57,4.8,22,NA,NA,NA
1986,rowan,0.8,4.2,57,4.8,21,NA,NA,NA
1985,rowan,2.2,4.2,57,4.8,21,NA,NA,NA
1984,rowan,2.2,4.2,57,4.8,22,NA,NA,NA
2020,sampson,NA,5.25,60,4,32.8,NA,NA,NA
2019,sampson,NA,5.25,60,4,38,NA,NA,NA
2018,sampson,NA,5.25,60,4,28,NA,NA,NA
2017,sampson,NA,5.25,60,4,43.2,NA,NA,NA
2016,sampson,NA,5.25,60,4,39,NA,NA,NA
2015,sampson,NA,5.25,60,4,35.4,NA,NA,NA
2014,sampson,NA,5.25,60,4,44.7,NA,NA,NA
2013,sampson,NA,5.25,60,4,31.7,NA,NA,NA
2012,sampson,NA,5.25,60,4,38.3,NA,NA,NA
2011,sampson,NA,5.25,60,4,32,NA,NA,NA
2010,sampson,NA,5.25,60,4,22.8,NA,NA,NA
2009,sampson,NA,5.25,60,4,35,NA,NA,NA
